experiment,model,building_id,n_observations,MAE,RMSE,R2,NMAE
seen,xgboost,Eagle_health_Margo,2971,2.337662344441499,3.0140793629780593,0.8479029665796772,0.04018721391382146
seen,xgboost,Eagle_office_Patrice,3325,7.048793271631226,10.306287407865408,0.8417466994355896,0.08082583678972503
seen,xgboost,Eagle_office_Sonya,3325,11.166329930814586,15.608502632847946,0.8036229767365893,0.0640362868727477
seen,xgboost,Fox_education_Claire,3494,2.811597265299212,5.072746014329622,0.9496240131503414,0.04422426899561709
seen,xgboost,Fox_education_Gloria,3472,8.246152108188047,20.50260855744308,0.68303795135373,0.01266972560887696
seen,xgboost,Fox_education_Henrietta,3482,7.288988767949278,11.977870376411007,0.7544197089281662,0.12608253965399183
seen,xgboost,Fox_education_Lilly,3469,8.172217317274924,12.752684421264528,0.9152426207814085,0.044280671321829064
seen,xgboost,Fox_education_Shawanda,3483,1.148646283835609,2.358775212434961,0.8958184633415732,0.11943758238856436
seen,xgboost,Fox_education_Virgil,3488,1.7069105150284023,3.3663194855756675,0.8532033456583578,0.01925536902359837
seen,xgboost,Fox_lodging_Isabell,3483,0.7708285830440516,1.259707972590789,0.6153508305067361,0.03045709828251374
seen,xgboost,Gator_assembly_Kimberly,3314,47.61122333192428,90.93704517016896,0.9213766666224467,0.03424195521651542
seen,xgboost,Gator_public_Nettie,3145,0.41780428104443096,0.9271706545929506,0.9455385146430795,0.028930505934520206
seen,xgboost,Hog_health_Kesha,3472,3.2620977339151276,4.388660942638619,0.9764832971953556,0.013290205349246144
seen,xgboost,Hog_office_Eloise,3499,5.8458241000288576,11.18230228201566,0.9515463213986519,0.0175271360385306
seen,xgboost,Hog_office_Elsy,3483,1.2056968033489674,1.8305663828180172,0.9078275364084276,0.04681344586876197
seen,xgboost,Hog_office_Emmanuel,3427,1.649920417275831,2.347656599978644,0.8718633249717767,0.05981243058217938
seen,xgboost,Hog_office_Mary,3504,1.8904817353514232,3.8385949159256527,0.9345257526303585,0.05855742363798832
seen,xgboost,Hog_warehouse_Porsha,3488,2.1196738207285555,4.7270528885694345,0.806821298460235,0.16105028602603158
